"","V1","V2","V3","V4","V5","V6"
"1","0.0886892322228597","0.0886892322228597","0.0886892322228597","0.0886892322228597","0.0886892322228597","ENSDART00000000004"
"2","0.544950983290906","0.544950983290906","0.544950983290906","0.544950983290906","0.544950983290906","ENSDART00000000005"
"3","0.59055066657567","0.59055066657567","0.59055066657567","0.59055066657567","0.59055066657567","ENSDART00000000019"
"4","0.459475620751221","0.459475620751221","0.459475620751221","0.459475620751221","0.459475620751221","ENSDART00000000069"
"5","0.784226379408407","0.784226379408407","0.784226379408407","0.784226379408407","0.784226379408407","ENSDART00000000070"
"6","0.470937281115836","0.470937281115836","0.470937281115836","0.470937281115836","0.470937281115836","ENSDART00000000087"
"7","0.0558153267137236","0.0558153267137236","0.0558153267137236","0.0558153267137236","0.0558153267137236","ENSDART00000000160"
"8","0.0335306453464058","0.0335306453464058","0.0335306453464058","0.0335306453464058","0.0335306453464058","ENSDART00000000192"
"9","0.538308817334396","0.538308817334396","0.538308817334396","0.538308817334396","0.538308817334396","ENSDART00000000198"
"10","0.669035032487786","0.669035032487786","0.669035032487786","0.669035032487786","0.669035032487786","ENSDART00000000221"
"11","0.684400032549488","0.684400032549488","0.684400032549488","0.684400032549488","0.684400032549488","ENSDART00000000250"
"12","0.149924537327024","0.149924537327024","0.149924537327024","0.149924537327024","0.149924537327024","ENSDART00000000280"
"13","0.273607915305759","0.273607915305759","0.273607915305759","0.273607915305759","0.273607915305759","ENSDART00000000382"
"14","0.164081578170136","0.164081578170136","0.164081578170136","0.164081578170136","0.164081578170136","ENSDART00000000406"
"15","0.223543496424537","0.223543496424537","0.223543496424537","0.223543496424537","0.223543496424537","ENSDART00000000552"
"16","0.205684426229993","0.205684426229993","0.205684426229993","0.205684426229993","0.205684426229993","ENSDART00000000566"
"17","0.360378297251639","0.360378297251639","0.360378297251639","0.360378297251639","0.360378297251639","ENSDART00000000693"
"18","0.260220679752784","0.260220679752784","0.260220679752784","0.260220679752784","0.260220679752784","ENSDART00000000698"
"19","0.742522032797415","0.742522032797415","0.742522032797415","0.742522032797415","0.742522032797415","ENSDART00000000744"
"20","0.0716001974584783","0.0716001974584783","0.0716001974584783","0.0716001974584783","0.0716001974584783","ENSDART00000000831"
"21","0.0837163423161817","0.0837163423161817","0.0837163423161817","0.0837163423161817","0.0837163423161817","ENSDART00000000838"
"22","0.0791897495135764","0.0791897495135764","0.0791897495135764","0.0791897495135764","0.0791897495135764","ENSDART00000000841"
"23","0.347658420950443","0.347658420950443","0.347658420950443","0.347658420950443","0.347658420950443","ENSDART00000000876"
"24","0.693750737446584","0.693750737446584","0.693750737446584","0.693750737446584","0.693750737446584","ENSDART00000000908"
"25","0.317941014843867","0.317941014843867","0.317941014843867","0.317941014843867","0.317941014843867","ENSDART00000000915"
"26","0.00655836335578508","0.00655836335578508","0.00655836335578508","0.00655836335578508","0.00655836335578508","ENSDART00000001092"
"27","0.71520964245874","0.71520964245874","0.71520964245874","0.71520964245874","0.71520964245874","ENSDART00000001098"
"28","0.070232308373729","0.070232308373729","0.070232308373729","0.070232308373729","0.070232308373729","ENSDART00000001159"
"29","0.443823652268828","0.443823652268828","0.443823652268828","0.443823652268828","0.443823652268828","ENSDART00000001201"
"30","0.59606097233728","0.59606097233728","0.59606097233728","0.59606097233728","0.59606097233728","ENSDART00000001253"
"31","0.757067420674665","0.757067420674665","0.757067420674665","0.757067420674665","0.757067420674665","ENSDART00000001318"
"32","0.579251841275094","0.579251841275094","0.579251841275094","0.579251841275094","0.579251841275094","ENSDART00000001320"
"33","0.394330982167944","0.394330982167944","0.394330982167944","0.394330982167944","0.394330982167944","ENSDART00000001323"
"34","0.38923048482859","0.38923048482859","0.38923048482859","0.38923048482859","0.38923048482859","ENSDART00000001331"
"35","0.245082666037917","0.245082666037917","0.245082666037917","0.245082666037917","0.245082666037917","ENSDART00000001359"
"36","0.249527986095783","0.249527986095783","0.249527986095783","0.249527986095783","0.249527986095783","ENSDART00000001376"
"37","0.00476136073102162","0.00476136073102162","0.00476136073102162","0.00476136073102162","0.00476136073102162","ENSDART00000001424"
"38","0.81961619186261","0.81961619186261","0.81961619186261","0.81961619186261","0.81961619186261","ENSDART00000001444"
"39","0.694638371728337","0.694638371728337","0.694638371728337","0.694638371728337","0.694638371728337","ENSDART00000001678"
"40","0.122922451818404","0.122922451818404","0.122922451818404","0.122922451818404","0.122922451818404","ENSDART00000001691"
"41","0.321008116234486","0.321008116234486","0.321008116234486","0.321008116234486","0.321008116234486","ENSDART00000001803"
"42","0.746756634825173","0.746756634825173","0.746756634825173","0.746756634825173","0.746756634825173","ENSDART00000001804"
"43","0.396926432413707","0.396926432413707","0.396926432413707","0.396926432413707","0.396926432413707","ENSDART00000001830"
"44","0.0838140801734687","0.0838140801734687","0.0838140801734687","0.0838140801734687","0.0838140801734687","ENSDART00000001861"
"45","0.0988425561323031","0.0988425561323031","0.0988425561323031","0.0988425561323031","0.0988425561323031","ENSDART00000001907"
"46","0.275657788662641","0.275657788662641","0.275657788662641","0.275657788662641","0.275657788662641","ENSDART00000001930"
"47","0.269358611711629","0.269358611711629","0.269358611711629","0.269358611711629","0.269358611711629","ENSDART00000002027"
"48","0.81961619186261","0.81961619186261","0.81961619186261","0.81961619186261","0.81961619186261","ENSDART00000002029"
"49","0.00753209391840393","0.00753209391840393","0.00753209391840393","0.00753209391840393","0.00753209391840393","ENSDART00000002053"
"50","0.699702612533982","0.699702612533982","0.699702612533982","0.699702612533982","0.699702612533982","ENSDART00000002075"
"51","0.0606474100411895","0.0606474100411895","0.0606474100411895","0.0606474100411895","0.0606474100411895","ENSDART00000002095"
"52","0.0795977829838143","0.0795977829838143","0.0795977829838143","0.0795977829838143","0.0795977829838143","ENSDART00000002104"
"53","0.171959885772917","0.171959885772917","0.171959885772917","0.171959885772917","0.171959885772917","ENSDART00000002118"
"54","0.00476136073102162","0.00476136073102162","0.00476136073102162","0.00476136073102162","0.00476136073102162","ENSDART00000002164"
"55","0.81961619186261","0.81961619186261","0.81961619186261","0.81961619186261","0.81961619186261","ENSDART00000002186"
"56","0.796346441298494","0.796346441298494","0.796346441298494","0.796346441298494","0.796346441298494","ENSDART00000002221"
"57","0.448043046193835","0.448043046193835","0.448043046193835","0.448043046193835","0.448043046193835","ENSDART00000002225"
"58","0.356633972462011","0.356633972462011","0.356633972462011","0.356633972462011","0.356633972462011","ENSDART00000002231"
