"","V1","V2","V3","V4","V5","V6"
"1","0.994540432160823","0.994540432160823","0.994540432160823","0.994540432160823","0.994540432160823","ENSDART00000000004"
"2","0.352745938926508","0.352745938926508","0.352745938926508","0.352745938926508","0.352745938926508","ENSDART00000000005"
"3","0.9366621921222","0.9366621921222","0.9366621921222","0.9366621921222","0.9366621921222","ENSDART00000000019"
"4","0.941865772919585","0.941865772919585","0.941865772919585","0.941865772919585","0.941865772919585","ENSDART00000000069"
"5","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000000070"
"6","0.999378763530602","0.999378763530602","0.999378763530602","0.999378763530602","0.999378763530602","ENSDART00000000087"
"7","0.972035276405053","0.972035276405053","0.972035276405053","0.972035276405053","0.972035276405053","ENSDART00000000160"
"8","0.999945656837611","0.999945656837611","0.999945656837611","0.999945656837611","0.999945656837611","ENSDART00000000192"
"9","0.999898116067039","0.999898116067039","0.999898116067039","0.999898116067039","0.999898116067039","ENSDART00000000198"
"10","0.999999921163883","0.999999921163883","0.999999921163883","0.999999921163883","0.999999921163883","ENSDART00000000221"
"11","0.999995962165788","0.999995962165788","0.999995962165788","0.999995962165788","0.999995962165788","ENSDART00000000250"
"12","0.993143837537215","0.993143837537215","0.993143837537215","0.993143837537215","0.993143837537215","ENSDART00000000280"
"13","0.986963808945993","0.986963808945993","0.986963808945993","0.986963808945993","0.986963808945993","ENSDART00000000382"
"14","0.963891746490376","0.963891746490376","0.963891746490376","0.963891746490376","0.963891746490376","ENSDART00000000406"
"15","0.894244426889218","0.894244426889218","0.894244426889218","0.894244426889218","0.894244426889218","ENSDART00000000552"
"16","0.936430381041873","0.936430381041873","0.936430381041873","0.936430381041873","0.936430381041873","ENSDART00000000564"
"17","0.999984839938388","0.999984839938388","0.999984839938388","0.999984839938388","0.999984839938388","ENSDART00000000566"
"18","0.993869554174438","0.993869554174438","0.993869554174438","0.993869554174438","0.993869554174438","ENSDART00000000595"
"19","0.990292038166785","0.990292038166785","0.990292038166785","0.990292038166785","0.990292038166785","ENSDART00000000693"
"20","0.999998729106802","0.999998729106802","0.999998729106802","0.999998729106802","0.999998729106802","ENSDART00000000698"
"21","0.999295176613622","0.999295176613622","0.999295176613622","0.999295176613622","0.999295176613622","ENSDART00000000744"
"22","0.99999965547263","0.99999965547263","0.99999965547263","0.99999965547263","0.99999965547263","ENSDART00000000831"
"23","0.999783386210904","0.999783386210904","0.999783386210904","0.999783386210904","0.999783386210904","ENSDART00000000838"
"24","0.999999570675017","0.999999570675017","0.999999570675017","0.999999570675017","0.999999570675017","ENSDART00000000841"
"25","0.878096413253663","0.878096413253663","0.878096413253663","0.878096413253663","0.878096413253663","ENSDART00000000876"
"26","0.999997434279491","0.999997434279491","0.999997434279491","0.999997434279491","0.999997434279491","ENSDART00000000887"
"27","0.9966863645464","0.9966863645464","0.9966863645464","0.9966863645464","0.9966863645464","ENSDART00000000908"
"28","0.997745824206745","0.997745824206745","0.997745824206745","0.997745824206745","0.997745824206745","ENSDART00000000915"
"29","0.999174522696776","0.999174522696776","0.999174522696776","0.999174522696776","0.999174522696776","ENSDART00000001092"
"30","0.999993616528317","0.999993616528317","0.999993616528317","0.999993616528317","0.999993616528317","ENSDART00000001098"
"31","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000001102"
"32","0.919061819457752","0.919061819457752","0.919061819457752","0.919061819457752","0.919061819457752","ENSDART00000001159"
"33","0.999962717047357","0.999962717047357","0.999962717047357","0.999962717047357","0.999962717047357","ENSDART00000001201"
"34","0.998791411715875","0.998791411715875","0.998791411715875","0.998791411715875","0.998791411715875","ENSDART00000001253"
"35","0.999983525114064","0.999983525114064","0.999983525114064","0.999983525114064","0.999983525114064","ENSDART00000001318"
"36","0.977718014810779","0.977718014810779","0.977718014810779","0.977718014810779","0.977718014810779","ENSDART00000001320"
"37","0.986732777794856","0.986732777794856","0.986732777794856","0.986732777794856","0.986732777794856","ENSDART00000001323"
"38","0.999999061713405","0.999999061713405","0.999999061713405","0.999999061713405","0.999999061713405","ENSDART00000001331"
"39","0.99999975382362","0.99999975382362","0.99999975382362","0.99999975382362","0.99999975382362","ENSDART00000001359"
"40","0.999997442717208","0.999997442717208","0.999997442717208","0.999997442717208","0.999997442717208","ENSDART00000001376"
"41","0.99938950131877","0.99938950131877","0.99938950131877","0.99938950131877","0.99938950131877","ENSDART00000001424"
"42","0.999988516603629","0.999988516603629","0.999988516603629","0.999988516603629","0.999988516603629","ENSDART00000001444"
"43","0.993862529185058","0.993862529185058","0.993862529185058","0.993862529185058","0.993862529185058","ENSDART00000001678"
"44","0.874017416267992","0.874017416267992","0.874017416267992","0.874017416267992","0.874017416267992","ENSDART00000001691"
"45","0.999999600818678","0.999999600818678","0.999999600818678","0.999999600818678","0.999999600818678","ENSDART00000001803"
"46","0.999984115950332","0.999984115950332","0.999984115950332","0.999984115950332","0.999984115950332","ENSDART00000001804"
"47","0.999757090580598","0.999757090580598","0.999757090580598","0.999757090580598","0.999757090580598","ENSDART00000001830"
"48","0.990670286004005","0.990670286004005","0.990670286004005","0.990670286004005","0.990670286004005","ENSDART00000001861"
"49","0.999975296499592","0.999975296499592","0.999975296499592","0.999975296499592","0.999975296499592","ENSDART00000001907"
"50","0.999997871196565","0.999997871196565","0.999997871196565","0.999997871196565","0.999997871196565","ENSDART00000001930"
"51","0.999999697581964","0.999999697581964","0.999999697581964","0.999999697581964","0.999999697581964","ENSDART00000002000"
"52","0.999999945252986","0.999999945252986","0.999999945252986","0.999999945252986","0.999999945252986","ENSDART00000002027"
"53","0.925259094416078","0.925259094416078","0.925259094416078","0.925259094416078","0.925259094416078","ENSDART00000002029"
"54","0.378676423643748","0.378676423643748","0.378676423643748","0.378676423643748","0.378676423643748","ENSDART00000002053"
"55","0.999999672144543","0.999999672144543","0.999999672144543","0.999999672144543","0.999999672144543","ENSDART00000002075"
"56","0.987477795808802","0.987477795808802","0.987477795808802","0.987477795808802","0.987477795808802","ENSDART00000002095"
"57","0.998630910808105","0.998630910808105","0.998630910808105","0.998630910808105","0.998630910808105","ENSDART00000002104"
"58","0.999999508023779","0.999999508023779","0.999999508023779","0.999999508023779","0.999999508023779","ENSDART00000002118"
"59","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000002164"
"60","0.999963690013994","0.999963690013994","0.999963690013994","0.999963690013994","0.999963690013994","ENSDART00000002186"
"61","0.152729408774094","0.152729408774094","0.152729408774094","0.152729408774094","0.152729408774094","ENSDART00000002221"
"62","0.763003364491402","0.763003364491402","0.763003364491402","0.763003364491402","0.763003364491402","ENSDART00000002225"
"63","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000002231"
"64","0.999952720892794","0.999952720892794","0.999952720892794","0.999952720892794","0.999952720892794","ENSDART00000002241"
"65","0.999981006498556","0.999981006498556","0.999981006498556","0.999981006498556","0.999981006498556","ENSDART00000002244"
"66","0.995465518138526","0.995465518138526","0.995465518138526","0.995465518138526","0.995465518138526","ENSDART00000002247"
"67","0.999993704626606","0.999993704626606","0.999993704626606","0.999993704626606","0.999993704626606","ENSDART00000002250"
"68","0.99999742800124","0.99999742800124","0.99999742800124","0.99999742800124","0.99999742800124","ENSDART00000002279"
"69","0.999999895295809","0.999999895295809","0.999999895295809","0.999999895295809","0.999999895295809","ENSDART00000002299"
"70","0.993066609907724","0.993066609907724","0.993066609907724","0.993066609907724","0.993066609907724","ENSDART00000002309"
"71","0.999597678197129","0.999597678197129","0.999597678197129","0.999597678197129","0.999597678197129","ENSDART00000002318"
"72","0.999913037435662","0.999913037435662","0.999913037435662","0.999913037435662","0.999913037435662","ENSDART00000002341"
"73","0.999941314081768","0.999941314081768","0.999941314081768","0.999941314081768","0.999941314081768","ENSDART00000002401"
"74","0.976347636050453","0.976347636050453","0.976347636050453","0.976347636050453","0.976347636050453","ENSDART00000002449"
"75","0.995781337569908","0.995781337569908","0.995781337569908","0.995781337569908","0.995781337569908","ENSDART00000002453"
"76","0.999999562439804","0.999999562439804","0.999999562439804","0.999999562439804","0.999999562439804","ENSDART00000002459"
"77","0.99999979652645","0.99999979652645","0.99999979652645","0.99999979652645","0.99999979652645","ENSDART00000002463"
"78","0.999699343960232","0.999699343960232","0.999699343960232","0.999699343960232","0.999699343960232","ENSDART00000002464"
"79","0.999991900139507","0.999991900139507","0.999991900139507","0.999991900139507","0.999991900139507","ENSDART00000002465"
"80","0.999998749835777","0.999998749835777","0.999998749835777","0.999998749835777","0.999998749835777","ENSDART00000002469"
"81","0.998284434822346","0.998284434822346","0.998284434822346","0.998284434822346","0.998284434822346","ENSDART00000002481"
"82","0.0962709979608548","0.0962709979608548","0.0962709979608548","0.0962709979608548","0.0962709979608548","ENSDART00000002493"
"83","0.656152164282238","0.656152164282238","0.656152164282238","0.656152164282238","0.656152164282238","ENSDART00000002498"
"84","0.999952976277085","0.999952976277085","0.999952976277085","0.999952976277085","0.999952976277085","ENSDART00000002501"
"85","0.999983419645811","0.999983419645811","0.999983419645811","0.999983419645811","0.999983419645811","ENSDART00000002507"
"86","0.999999948900363","0.999999948900363","0.999999948900363","0.999999948900363","0.999999948900363","ENSDART00000002510"
"87","0.999998824228494","0.999998824228494","0.999998824228494","0.999998824228494","0.999998824228494","ENSDART00000002545"
"88","0.999965903123018","0.999965903123018","0.999965903123018","0.999965903123018","0.999965903123018","ENSDART00000002554"
"89","0.999974757475887","0.999974757475887","0.999974757475887","0.999974757475887","0.999974757475887","ENSDART00000002556"
"90","0.945059827141041","0.945059827141041","0.945059827141041","0.945059827141041","0.945059827141041","ENSDART00000002562"
"91","0.28270256784588","0.28270256784588","0.28270256784588","0.28270256784588","0.28270256784588","ENSDART00000002568"
"92","0.947233713156753","0.947233713156753","0.947233713156753","0.947233713156753","0.947233713156753","ENSDART00000002571"
"93","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000002583"
"94","0.999998773843353","0.999998773843353","0.999998773843353","0.999998773843353","0.999998773843353","ENSDART00000002595"
"95","0.99999933103531","0.99999933103531","0.99999933103531","0.99999933103531","0.99999933103531","ENSDART00000002622"
"96","0.999998001563755","0.999998001563755","0.999998001563755","0.999998001563755","0.999998001563755","ENSDART00000002624"
"97","0.999985767583216","0.999985767583216","0.999985767583216","0.999985767583216","0.999985767583216","ENSDART00000002633"
"98","0.999970389987905","0.999970389987905","0.999970389987905","0.999970389987905","0.999970389987905","ENSDART00000002661"
"99","0.995752191628845","0.995752191628845","0.995752191628845","0.995752191628845","0.995752191628845","ENSDART00000002684"
"100","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000002691"
"101","0.917901332359527","0.917901332359527","0.917901332359527","0.917901332359527","0.917901332359527","ENSDART00000002714"
"102","0.966297049023595","0.966297049023595","0.966297049023595","0.966297049023595","0.966297049023595","ENSDART00000002741"
"103","0.998119155625381","0.998119155625381","0.998119155625381","0.998119155625381","0.998119155625381","ENSDART00000002750"
"104","0.999998792060016","0.999998792060016","0.999998792060016","0.999998792060016","0.999998792060016","ENSDART00000002763"
"105","0.9999991806794","0.9999991806794","0.9999991806794","0.9999991806794","0.9999991806794","ENSDART00000002764"
"106","0.992739325324278","0.992739325324278","0.992739325324278","0.992739325324278","0.992739325324278","ENSDART00000002767"
"107","0.999984949995027","0.999984949995027","0.999984949995027","0.999984949995027","0.999984949995027","ENSDART00000002770"
"108","0.999998061848383","0.999998061848383","0.999998061848383","0.999998061848383","0.999998061848383","ENSDART00000002773"
"109","0.999955357799758","0.999955357799758","0.999955357799758","0.999955357799758","0.999955357799758","ENSDART00000002777"
"110","0.999999685905666","0.999999685905666","0.999999685905666","0.999999685905666","0.999999685905666","ENSDART00000002778"
"111","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000002783"
"112","0.998752007646178","0.998752007646178","0.998752007646178","0.998752007646178","0.998752007646178","ENSDART00000002791"
"113","0.999855654864065","0.999855654864065","0.999855654864065","0.999855654864065","0.999855654864065","ENSDART00000002812"
"114","0.99999980729854","0.99999980729854","0.99999980729854","0.99999980729854","0.99999980729854","ENSDART00000002824"
"115","0.999999328424007","0.999999328424007","0.999999328424007","0.999999328424007","0.999999328424007","ENSDART00000002826"
"116","0.997344136277515","0.997344136277515","0.997344136277515","0.997344136277515","0.997344136277515","ENSDART00000002834"
"117","0.999999689466651","0.999999689466651","0.999999689466651","0.999999689466651","0.999999689466651","ENSDART00000002835"
"118","0.98149487835257","0.98149487835257","0.98149487835257","0.98149487835257","0.98149487835257","ENSDART00000002842"
"119","0.716491367546202","0.716491367546202","0.716491367546202","0.716491367546202","0.716491367546202","ENSDART00000002846"
"120","0.999982403843166","0.999982403843166","0.999982403843166","0.999982403843166","0.999982403843166","ENSDART00000002866"
"121","0.99984996178941","0.99984996178941","0.99984996178941","0.99984996178941","0.99984996178941","ENSDART00000002867"
"122","0.999982836376619","0.999982836376619","0.999982836376619","0.999982836376619","0.999982836376619","ENSDART00000002886"
"123","0.650756716305531","0.650756716305531","0.650756716305531","0.650756716305531","0.650756716305531","ENSDART00000002892"
"124","0.966091088651336","0.966091088651336","0.966091088651336","0.966091088651336","0.966091088651336","ENSDART00000002922"
"125","0.999606635467506","0.999606635467506","0.999606635467506","0.999606635467506","0.999606635467506","ENSDART00000002930"
"126","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000002932"
"127","0.999990907102225","0.999990907102225","0.999990907102225","0.999990907102225","0.999990907102225","ENSDART00000002938"
"128","0.999234327091225","0.999234327091225","0.999234327091225","0.999234327091225","0.999234327091225","ENSDART00000002945"
"129","0.999997019632811","0.999997019632811","0.999997019632811","0.999997019632811","0.999997019632811","ENSDART00000002954"
"130","0.993371238930025","0.993371238930025","0.993371238930025","0.993371238930025","0.993371238930025","ENSDART00000002961"
"131","0.999991369597496","0.999991369597496","0.999991369597496","0.999991369597496","0.999991369597496","ENSDART00000002962"
"132","0.999965798983689","0.999965798983689","0.999965798983689","0.999965798983689","0.999965798983689","ENSDART00000002985"
"133","0.99967821997755","0.99967821997755","0.99967821997755","0.99967821997755","0.99967821997755","ENSDART00000002992"
"134","0.999983964291199","0.999983964291199","0.999983964291199","0.999983964291199","0.999983964291199","ENSDART00000003001"
"135","0.999958819034382","0.999958819034382","0.999958819034382","0.999958819034382","0.999958819034382","ENSDART00000003022"
"136","0.9959828577157","0.9959828577157","0.9959828577157","0.9959828577157","0.9959828577157","ENSDART00000003042"
"137","0.457262335189738","0.457262335189738","0.457262335189738","0.457262335189738","0.457262335189738","ENSDART00000003066"
"138","0.999999906762939","0.999999906762939","0.999999906762939","0.999999906762939","0.999999906762939","ENSDART00000003076"
"139","0.999995314452574","0.999995314452574","0.999995314452574","0.999995314452574","0.999995314452574","ENSDART00000003133"
"140","0.541030083891216","0.541030083891216","0.541030083891216","0.541030083891216","0.541030083891216","ENSDART00000003143"
"141","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000003167"
"142","0.438639202061654","0.438639202061654","0.438639202061654","0.438639202061654","0.438639202061654","ENSDART00000003170"
"143","0.946048575197066","0.946048575197066","0.946048575197066","0.946048575197066","0.946048575197066","ENSDART00000003181"
"144","0.828018476971063","0.828018476971063","0.828018476971063","0.828018476971063","0.828018476971063","ENSDART00000003193"
"145","0.99989381824027","0.99989381824027","0.99989381824027","0.99989381824027","0.99989381824027","ENSDART00000003195"
"146","0.994998293431457","0.994998293431457","0.994998293431457","0.994998293431457","0.994998293431457","ENSDART00000003211"
"147","0.999968396249768","0.999968396249768","0.999968396249768","0.999968396249768","0.999968396249768","ENSDART00000003221"
"148","0.999339863308624","0.999339863308624","0.999339863308624","0.999339863308624","0.999339863308624","ENSDART00000003240"
"149","0.999232255837848","0.999232255837848","0.999232255837848","0.999232255837848","0.999232255837848","ENSDART00000003248"
"150","0.837877451333425","0.837877451333425","0.837877451333425","0.837877451333425","0.837877451333425","ENSDART00000003252"
"151","0.999993912178927","0.999993912178927","0.999993912178927","0.999993912178927","0.999993912178927","ENSDART00000003273"
"152","0.999957333269762","0.999957333269762","0.999957333269762","0.999957333269762","0.999957333269762","ENSDART00000003293"
"153","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000003296"
"154","0.999995159439336","0.999995159439336","0.999995159439336","0.999995159439336","0.999995159439336","ENSDART00000003303"
"155","0.999998951662161","0.999998951662161","0.999998951662161","0.999998951662161","0.999998951662161","ENSDART00000003314"
"156","0.759201783535593","0.759201783535593","0.759201783535593","0.759201783535593","0.759201783535593","ENSDART00000003317"
"157","0.999972605351258","0.999972605351258","0.999972605351258","0.999972605351258","0.999972605351258","ENSDART00000003325"
"158","0.999930164177182","0.999930164177182","0.999930164177182","0.999930164177182","0.999930164177182","ENSDART00000003335"
"159","0.999989634661109","0.999989634661109","0.999989634661109","0.999989634661109","0.999989634661109","ENSDART00000003346"
"160","0.999186892702072","0.999186892702072","0.999186892702072","0.999186892702072","0.999186892702072","ENSDART00000003347"
"161","0.999998745530873","0.999998745530873","0.999998745530873","0.999998745530873","0.999998745530873","ENSDART00000003385"
"162","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","0.999999950691657","ENSDART00000003390"
"163","0.999832866655246","0.999832866655246","0.999832866655246","0.999832866655246","0.999832866655246","ENSDART00000003418"
"164","0.999792684034114","0.999792684034114","0.999792684034114","0.999792684034114","0.999792684034114","ENSDART00000003422"
"165","0.0365005229822053","0.0365005229822053","0.0365005229822053","0.0365005229822053","0.0365005229822053","ENSDART00000003425"
"166","0.999875893062467","0.999875893062467","0.999875893062467","0.999875893062467","0.999875893062467","ENSDART00000003428"
"167","0.999975133091383","0.999975133091383","0.999975133091383","0.999975133091383","0.999975133091383","ENSDART00000003435"
"168","0.999995772108261","0.999995772108261","0.999995772108261","0.999995772108261","0.999995772108261","ENSDART00000003441"
"169","0.995156223121181","0.995156223121181","0.995156223121181","0.995156223121181","0.995156223121181","ENSDART00000003444"
"170","0.999999946286664","0.999999946286664","0.999999946286664","0.999999946286664","0.999999946286664","ENSDART00000003465"
"171","0.0365005229822053","0.0365005229822053","0.0365005229822053","0.0365005229822053","0.0365005229822053","ENSDART00000003482"
